dataset,depth,split,nrow,method,restricted_class,beta_p,lambda,time_limit,status,obj_value,gamma,time,gap,train_acc,eval_acc,test_acc,train_prec,eval_prec,test_prec,node_count,cb_time_int,cb_time_int_suc,cb_counter_int,cb_counter_int_suc
,,,,,,,,,,,,,0.009949917,,,,,,,,,,,
,,,,,,,,,,,,,0.009951456,,,,,,,,,,,
,,,,,,,,,,,,,0.009951299,,,,,,,,,,,
,,,,,,,,,,,,,0.00995098,,,,,,,,,,,
,,,,,,,,,,,,,0.009952756,,,,,,,,,,,
,,,,,,,,,,,,,0.00982894,,,,,,,,,,,
,,,,,,,,,,,,,0.009828378,,,,,,,,,,,
,,,,,,,,,,,,,0.009804193,,,,,,,,,,,
,,,,,,,,,,,,,0.009820484,,,,,,,,,,,
,,,,,,,,,,,,,0.009819759,,,,,,,,,,,
,,,,,,,,,,,,,0.009819592,,,,,,,,,,,
,,,,,,,,,,,,,0.009819729,,,,,,,,,,,
,,,,,,,,,,,,,0.009829104,,,,,,,,,,,
,,,,,,,,,,,,,0.009838986,,,,,,,,,,,
,,,,,,,,,,,,,0.009839104,,,,,,,,,,,
,,,,,,,,,,,,,0.009930489,,,,,,,,,,,
,,,,,,,,,,,,,0.009923776,,,,,,,,,,,
,,,,,,,,,,,,,0.00992274,,,,,,,,,,,
,,,,,,,,,,,,,0.009924036,,,,,,,,,,,
,,,,,,,,,,,,,0.009926151,,,,,,,,,,,
,,,,,,,,,,,,,0.009920559,,,,,,,,,,,
,,,,,,,,,,,,,0.009925506,,,,,,,,,,,
,,,,,,,,,,,,,0.009924211,,,,,,,,,,,
,,,,,,,,,,,,,0.009931913,,,,,,,,,,,
,,,,,,,,,,,,,0.009934888,,,,,,,,,,,
,,,,,,,,,,,,,0.009969512,,,,,,,,,,,
,,,,,,,,,,,,,0.009964301,,,,,,,,,,,
,,,,,,,,,,,,,0.009965582,,,,,,,,,,,
,,,,,,,,,,,,,0.009967111,,,,,,,,,,,
,,,,,,,,,,,,,0.009966205,,,,,,,,,,,
,,,,,,,,,,,,,0.009966998,,,,,,,,,,,
,,,,,,,,,,,,,0.009968379,,,,,,,,,,,
,,,,,,,,,,,,,0.009970184,,,,,,,,,,,
,,,,,,,,,,,,,0.009970223,,,,,,,,,,,
,,,,,,,,,,,,,0.009971495,,,,,,,,,,,
,,,,,,,,,,,,,0.009943715,,,,,,,,,,,
,,,,,,,,,,,,,0.009942857,,,,,,,,,,,
,,,,,,,,,,,,,0.00994186,,,,,,,,,,,
,,,,,,,,,,,,,0.009950572,,,,,,,,,,,
,,,,,,,,,,,,,0.009947735,,,,,,,,,,,
,,,,,,,,,,,,,0.009946429,,,,,,,,,,,
,,,,,,,,,,,,,0.009948893,,,,,,,,,,,
,,,,,,,,,,,,,0.009947368,,,,,,,,,,,
,,,,,,,,,,,,,0.009956573,,,,,,,,,,,
,,,,,,,,,,,,,0.009953917,,,,,,,,,,,
